Raman Shift,sample_1.txt,sample_10.txt,sample_11.txt,sample_12.txt,sample_13.txt,sample_14.txt,sample_15.txt,sample_16.txt,sample_17.txt,sample_18.txt,sample_19.txt,sample_2.txt,sample_20.txt,sample_21.txt,sample_22.txt,sample_23.txt,sample_24.txt,sample_25.txt,sample_26.txt,sample_27.txt,sample_28.txt,sample_29.txt,sample_3.txt,sample_30.txt,sample_31.txt,sample_32.txt,sample_33.txt,sample_34.txt,sample_35.txt,sample_36.txt,sample_37.txt,sample_38.txt,sample_4.txt,sample_5.txt,sample_6.txt,sample_7.txt,sample_8.txt,sample_9.txt
1092.38,1594.6667,4450.6666,8197.6666,4058.6666,5529.3333,4708,5006.6666,5532,5500.3334,5213,3098.6667,3131.3333,3581,5623,4849.3334,5808.3334,5589.3333,6160,5975,6903.6666,6079,7290.3333,4556.3333,5282.3333,5018.6666,6151.6666,5799.3333,6532.6666,7615.3333,8493.3333,11014,4796.3333,759.3333,236,4719,4648.6666,6920.3333,6319.6666
1094.37,1496,4395.6666,8172.6666,3944.3333,5432.6666,4719.3333,4983,5527.6667,5540.3333,5285.3333,3105.6667,2997.3333,3538,5584.3333,4749.6667,5733.6667,5477,6137,6002.3333,6916.3333,6098,7264.6666,4390.3334,5264,4968.3333,6141.6666,5711,6459.6666,7505,8527,10944,4597.6666,764.6667,194,4561.6666,4533,6852.3333,6181.3333
1096.35,1405.6667,4334.3334,8073.6667,4037,5394.3334,4755,4993,5506,5503,5224.3334,3046.6667,2862.6667,3410.6667,5432.3334,4582.6667,5542,5495.6667,6090.3334,5919.3334,6891.6667,6090.3334,7215.6667,4258.6667,5240.3334,4946.6667,6120,5562,6383.3334,7407.3334,8500,10997,4443.6667,704.3334,138.3333,4544,4495.3334,6835.3334,6062
1098.34,1423,4269,8137,4015.6667,5410,4698.3334,4996.3334,5533,5597.3333,5236,3130.3333,2796,3448.3333,5479,4521.6666,5488.3333,5562,6041,6036.3333,6940.6666,6139,7330.3333,4205,5297.3333,5028.3333,6134,5570.3333,6243.6666,7373.3333,8529,11106.3333,4398.3333,695.6666,176,4463.3334,4430.6667,6807.6667,5995.6667
1100.33,1401,4232.6666,8115.6666,4004.3333,5424.6666,4740,4932.3333,5503,5565.3333,5333.3333,3116.3333,2742.3333,3460,5470.3333,4413,5389.6666,5493,6061.3333,5978,7002.6666,6135.3333,7325.3333,4042,5315,4981.3333,6172.3333,5522,6242.3333,7232.3333,8601,11138.3333,4289.3333,716,183.6667,4508.6666,4397.3333,6857.6666,5930.3333
1102.31,1345.6667,4263.6667,8079,4066.3333,5429.3333,4764.3333,4992.6667,5402.3333,5475.6666,5238,3072.3333,2672,3267,5260,4281.6666,5190.3333,5578.6666,5947,5976,6929.6666,6168,7306.3333,3888.3333,5313.6666,4987.3333,6174,5376,6166,7179.3333,8615.3333,11066.3333,4176,692,146.6667,4406.6667,4431.6667,6868.3333,5910
1104.3,1327.6667,4146.6667,8099,3967.3334,5364,4757.6667,4918,5439.6666,5545,5225.6666,3106,2591,3340,5297.3333,4269.6666,5156.6666,5567.6667,5976.3334,5980.3334,6968.6667,6177.3334,7310.6667,3829.3333,5304.6667,5030,6172,5352.3334,6108.6667,7152,8588,11163,4115.3334,686.6666,150.3334,4309.3334,4306.6667,6784.3334,5868
1106.28,1313,4236.6667,8131.3334,4026.3334,5398,4741.3334,4940.3334,5521,5558.6667,5292,3105,2562,3345.3333,5279.6667,4280.3333,5191.3333,5533.6666,6001,5972.6666,6910.3333,6117.6666,7284,3787.3334,5267.3333,4958,6214.3333,5353.6666,6060,7083.6666,8522.6666,11197.6666,4073,645,205,4377.3334,4328.3334,6796.6667,5906
1108.27,1314,4163.3334,8054,4021.3334,5334,4705,4882.3334,5481,5569.3334,5322,3126.6667,2564,3346,5251.6667,4302.6667,5133,5497.6666,5965.3333,5916.3333,6927,6121.6666,7294,3859.6667,5264.3333,4970.3333,6174.3333,5317.3333,6009,7074.3333,8496,11126.3333,4061.3333,641,172,4319,4295.6667,6758.6667,5811
1110.25,1349,4213,8087.6667,3991,5382.6667,4719.3333,4922.6667,5458.6667,5593.6667,5234.3333,3111.3333,2578.3333,3337.6667,5189,4277,5185.3333,5511,5904,5847.3334,6903,6046.3334,7245.6667,3875,5211,4963.3334,6074.3334,5330.6667,6096.6667,7060,8529,11047.3334,4063.6667,661.3333,179,4369.6667,4264.6667,6743.6667,5855
1112.23,1290,4166,8059.3334,3982.3334,5361.6667,4714.3334,4965.3334,5485.3333,5542,5293.3333,3100.3333,2656.3333,3358,5230,4295.6667,5248.6667,5513.6667,5912,5863.6667,6923.6667,6099,7218.3333,3822.6667,5243,4931,6134.6667,5406,6063.3333,7055.6667,8517.3333,11149,4144,663.3334,189.6667,4344,4338.3334,6736.3334,5849.6667
1114.21,1345.6667,4231,7983,3982.6667,5359.3333,4743,4945,5417,5506,5229.6666,3101,2613.3333,3386.3333,5193.6666,4272,5230.3333,5499.3333,5878.3333,5920.6666,6890.6666,6121.3333,7251,3879.3333,5217,4913,6088.3333,5357.3333,6090.3333,7089,8465.3333,11165.6666,4184.6666,627.3333,151.3333,4302.3333,4273.3333,6716.6667,5776
1116.19,1357,4192.3333,7965.6666,3956.3333,5290.6666,4661.6666,4933.3333,5484.3333,5525,5249.3333,3110,2645.6667,3406,5258.6667,4343,5254.3333,5535,5975.6667,5939.6667,6930.3334,6106,7303,3955.6667,5241.6667,4979.6667,6083,5418.6667,6164.6667,7095.3334,8470.6667,11147.3334,4221,663.6666,178.3334,4292,4214,6623,5782.6666
1118.17,1345.6667,4222.6667,8043.3333,4003.6667,5332.3333,4782.3333,4960.6667,5473.3333,5553.3333,5228.3333,3092.3333,2644.6667,3429,5197.6666,4363.6666,5260.3333,5475.3333,5830.6666,5875.3333,6816.3333,6053.6666,7173.3333,3927.6667,5196,4910.6666,6070.6666,5403,6079,7058,8433,11083,4180.6666,673.6667,156.3333,4414.3333,4322,6722.3333,5887.6667
1120.15,1393,4227.6667,8000,3956,5432.3334,4784,4953.3334,5480,5543,5216,3172.3333,2667,3400.3333,5299.3333,4383.3333,5261.3333,5618.6666,5989.3333,5930,6945,6096.3333,7262.3333,3933,5248.6666,4944.3333,6128.6666,5368.3333,6124,7085.3333,8468.6666,11195.6666,4282,664,228.6667,4368.6667,4290.3334,6748.3334,5849.6667
1122.13,1384.3333,4195,8004,4026.3334,5354.3334,4760.3334,4942.6667,5512.3334,5559,5224.3334,3153.3334,2655.6667,3390.3334,5211.6667,4340,5264.6667,5570,6020.3333,5974,6952.6666,6156.6666,7317,3921.3333,5265.6666,4960.6666,6120,5456.6666,6170.3333,7100.3333,8477,11207.6666,4220.6666,691.3334,146.6667,4345.6667,4307,6700,5866.6667
1124.1,1337.6667,4232,8096.3333,4013.6666,5400.6666,4777.6666,5005.6666,5490.3333,5598,5264.3333,3127.6667,2682.6667,3339.3333,5168,4267.6667,5170.3333,5546,5964,6007,6933.6666,6153.3333,7278.3333,3892.6666,5248.6666,5010.6666,6140.3333,5336.3333,6068.3333,7088.3333,8522,11245.6666,4159.6666,580.6667,178.6667,4303,4306.6666,6683,5789.3333
1126.08,1259,4119.3333,8020,4004.3333,5427.3333,4783.3333,4972,5462.3334,5527,5199.6667,3139.3334,2506,3303.3334,5105.6667,4172.6667,5057,5529.3333,5839,5994.3333,6904,6108.6666,7236.3333,3738.6667,5176,4920.3333,6059.3333,5258.3333,5983.6666,6896.6666,8534.6666,11120.3333,4014.6666,615.3334,156.6667,4278,4271,6774,5773
1128.05,1242,4017.6667,8018.3333,4009.6667,5330.6667,4746,4964.6667,5421.6667,5560.3333,5185.6667,3143.6667,2453.6667,3274.3333,4995.6667,4084,4860,5546.3334,5841.3334,5961.6667,6927.3334,6112.3334,7220,3650.3334,5255.3334,5023.6667,6112.6667,5192.6667,5915.6667,6878,8425.6667,11190.3334,3899,603.3334,150.3334,4154.6667,4170.3333,6678,5614
1130.03,1198,4019.6667,7994.6667,3996.6667,5374.3334,4749,4940.3334,5423,5465.6667,5186.3334,3101.3334,2344.3333,3194,4943,3936.3334,4737.3334,5440.6667,5744,5888.6667,6806,6142.3334,7238.6667,3439,5178,4857.3334,6002.6667,5031,5746.3334,6613.3334,8324.3334,11103.6667,3786,613.3333,203.6667,4101,4147,6581.3334,5556.3334
1132,1171.3333,3906.3333,7871.3333,3869.6666,5216,4647.6666,4868.6666,5325,5443,5126.3333,3057.6667,2254,3106.3333,4834.6667,3759.6667,4634,5349,5642.6667,5780.3333,6792.3333,6006.3333,7163.6667,3377.3333,5122.6667,4823.3333,5955,4964.3333,5643,6467.3333,8356.3333,10974,3677,530.3333,154.3333,4023.3333,3972.6666,6471.3333,5474
1133.97,1148.3334,3791.6666,7809,3871.3333,5135,4583,4751,5276.6666,5392,5108.6666,3034,2195.6667,3084.6666,4726,3731.6666,4523,5338,5627.6666,5776.3333,6706,5951.3333,7093,3250.6666,5111,4759.6666,5900.3333,4867.3333,5563,6446,8221.6666,10924,3586.6666,575.6666,134.3333,3956.3333,3863.6666,6450.3333,5314.6666
1135.95,1111.3333,3836.3334,7704.6667,3882,5097,4549.3334,4680.3334,5323.6667,5362,5130.3333,3076,2197.6667,3152.6667,4726.3333,3803.3333,4584.3333,5262,5502.6667,5722.3334,6708.3334,5897.3334,6926.6667,3233.3334,5008.3334,4741.6667,5835,4801.6667,5507.3334,6356.3334,8128.3334,10899.6667,3526.6667,524.6666,144.6667,3980,3918,6434.6667,5318
1137.92,1097.6667,3830,7738,3811.6666,5086.6666,4576.6666,4728,5228.6667,5302.6667,4970,2973,2176.3333,3036.3334,4676.3334,3679.3334,4523.6667,5262.3333,5482.6667,5572.3333,6544,5809,6941,3181.3333,4960.6667,4673.6667,5769.6667,4747,5442.3333,6327.3333,8053,10797.6667,3454,561.3333,142.3333,3909.6666,3852,6389.3333,5289.6666
1139.89,1135,3813.6666,7643.3333,3781.3333,5054.3333,4535.3333,4703.6666,5200,5289.6667,5019.3333,2997,2203,3040.6667,4661.6667,3711,4411.3333,5263.6666,5502.6666,5672.3333,6638.6666,5851,6903.3333,3180.6666,4987,4698.6666,5831.3333,4816.3333,5459.3333,6380.6666,8108.6666,10795,3544,537,139.3333,3901,3879.6666,6313.3333,5271.6666
1141.86,1107.6666,3813,7605.6666,3813,4975,4489,4669.3333,5182,5302.3334,5004.3334,2990.6667,2284.3333,3042.3334,4701,3735,4494,5238.3333,5444,5552,6535,5781.3333,6877,3196.3333,4929,4650.3333,5734.6666,4761,5374.3333,6319,8084.3333,10738.6666,3520.3333,510.6666,124.6667,3877.3333,3912.3333,6360.6666,5243.6666
1143.83,1073.3333,3810.3334,7562.3334,3769.3334,5003,4543,4685.6667,5215.3333,5281,5001.3333,2974.6667,2159,3048.3333,4666.6667,3639,4475,5310,5455.6666,5628.3333,6594,5810.6666,6922.3333,3231.6667,5004.3333,4717.3333,5785.6666,4734.6666,5488.3333,6294.3333,8078,10733.3333,3521.6666,552.3333,177.6667,3921.6667,3871,6329.6667,5316.3334
1145.79,1107,3722,7574.3333,3752.3333,5017,4463.3333,4672,5181.3334,5191,4974,2974.6667,2114,3039.6667,4612.3334,3675,4410.6667,5255.6666,5360,5554,6512.6666,5747,6870.6666,3202,4840,4598,5725,4754,5413.6666,6238.6666,7963,10670.6666,3512,553.3334,97,3863.3333,3769,6272.6667,5208
1147.76,1085.6666,3711.3334,7536.6667,3724.6667,4939.3334,4477,4631.6667,5163.3333,5245.6666,4946.3333,2984,2143,3021,4614.3333,3653,4417,5248.6666,5447.6666,5583,6577,5800,6812.6666,3169.6667,4911,4621.6666,5807.3333,4740.6666,5389,6288,8018,10740.3333,3532,527.6667,126.6667,3820,3789.6667,6285,5228.6667
1149.73,1125,3794,7556.6666,3802.3333,4997,4532,4659,5189,5197.6666,4979.6666,2953.6666,2199.3333,3018,4631,3627.6666,4441.6666,5183.6667,5406.3334,5576,6437.6667,5795.3334,6812,3155.6667,4928,4649,5703,4698.6667,5358.6667,6210.3334,8022.6667,10608.6667,3467,524.6666,123.6667,3832.6666,3835,6249,5254.3333
1151.69,1115.3333,3791,7541.3333,3757,5058,4501.6666,4713.3333,5323.3333,5252.3333,4878,2980,2134.6667,2994.3333,4612.6666,3581.6666,4450.3333,5264.6667,5483,5550.3334,6460.6667,5719.3334,6849.3334,3220,4878.6667,4600,5726,4652,5401,6183.6667,8031.3334,10704.3334,3494.6667,541.6667,183.3334,3874.6666,3788,6275,5237.3333
1153.66,1147,3773.6666,7536.3333,3762.6666,5012.6666,4495.6666,4687,5302.6666,5281.6666,4858.6666,2996.3333,2150.6667,3000.3333,4653,3588.6666,4502.3333,5292.6667,5512.6667,5696,6538.3334,5786.3334,6914.3334,3198.3333,4929.3334,4630.3334,5777.6667,4718.6667,5361,6265.6667,8020.6667,10676.6667,3494.6667,568,146.6667,3830.3333,3753.6666,6243.6666,5237
1155.62,1109.6667,3830.6666,7620,3819.6666,5091.3333,4582.6666,4776,5376,5272,4953.6667,2970,2168,3066,4679.3333,3634,4476,5281.6666,5457.3333,5619.6666,6558.3333,5735.6666,6894.6666,3192.6666,4933,4643.6666,5779.3333,4685,5412,6249.6666,7964.6666,10668,3478.6666,547,127.3333,3863.6666,3865.3333,6317,5371.6666
1157.58,1102,3842.6667,7529,3787.6667,5055,4550,4711,5347.3333,5280,4937,3019,2124,3077.6667,4661.3333,3667,4439.3333,5305.3333,5503.6666,5621.3333,6467.6666,5776.6666,6906.3333,3152.3334,4954.6666,4658.3333,5771.6666,4735.3333,5356.3333,6222,8087.6666,10713,3442,538.6667,166.6667,3944.3333,3876.6667,6271,5350.6667
1159.54,1060.6667,3689.6666,7476,3732.6666,4986.3333,4457.6666,4683,5242.3333,5193,4873.3333,2959.3333,2163.6667,3040.6666,4645,3569,4387.6666,5328.6667,5500,5651,6510.6667,5756.6667,6902.6667,3149.3333,4969.6667,4628,5747.3334,4713.6667,5411,6281.3334,8147,10736.3334,3539,560,169.3334,3828,3795.3333,6206,5206.3333
1161.51,1088,3712,7434.6667,3780.6667,4949.6667,4419.6667,4625.6667,5180.3334,5173.6667,4840.3334,2895.6667,2147,2965.3334,4620.6667,3553.6667,4378.3334,5302.6667,5460,5618,6473.3334,5706.3334,6794,3165,4896.3334,4646.3334,5735,4686,5401.6667,6280.6667,8051.3334,10645.6667,3452.6667,518,142.6666,3849.3334,3793.6667,6259.3334,5186
1163.47,1084.6666,3757.6666,7433,3748.3333,4981.3333,4458,4721,5171,5179.6666,4874.3333,2978.6666,2046,2992,4579,3554.3333,4338.3333,5212,5380,5469.3333,6384,5672.6666,6751.3333,3085.3334,4832,4591,5660,4628,5304,6237.3333,7991,10588.3333,3442.3333,498.6667,119.3333,3866.6666,3865,6210.6666,5249.3333
1165.42,1096.3334,3718,7389,3743.6667,4937.6667,4491.6667,4672.6667,5142.6667,5171,4916,2993.6667,2084,3043.6667,4646,3544,4381.3333,5258.6667,5406.6667,5489.6667,6407,5692,6708,3066.6666,4874.3334,4591.3334,5685,4571.3334,5350.6667,6175.6667,7969,10582.3334,3414.6667,488.6666,144.6666,3862.6667,3849,6245,5180
1167.38,1082,3733.3333,7474.3333,3744,4948.3333,4418.6667,4665,5149,5194.3333,4896.6667,2969.3333,2109.6667,3028.3333,4623,3505.6667,4329,5247.6667,5307.3334,5462,6346.3334,5679,6702.3334,3147.6666,4817,4608.3334,5641.3334,4604.6667,5253,6181,7915,10609.3334,3340.6667,526.6666,141.3334,3833.6667,3803.6667,6257.6667,5215.3333
1169.34,1012,3759.3333,7399.3333,3810,4952,4485.3333,4694.6667,5084.3333,5227.3333,4909.6666,2965.3333,2107.3333,2994.6666,4607.6666,3541.6666,4381,5192.6666,5335.3333,5442.6666,6372,5600.6666,6691.3333,3083.3333,4874.3333,4576,5656,4554.6666,5240.3333,6183,7916.6666,10629.3333,3386.3333,491.6667,80.6667,3839.6667,3803.3333,6195.6667,5232
1171.3,1054,3763,7403.3334,3787.6667,4935.3334,4548,4733,5172.6667,5167.3334,4903.6667,2931.3334,2135,3002.3334,4599.3334,3577.3334,4339.6667,5280.6666,5382.3333,5493,6436.3333,5741.6666,6764.6666,3149.6667,4834,4621,5693,4600.3333,5277.6666,6173.3333,8023,10635.3333,3395.6666,544,196,3853,3800.6667,6248.6667,5193
1173.25,1081.3333,3689.3333,7469.6666,3750.3333,4942,4496.6666,4678.6666,5123,5181,4872.6667,2972.6667,2091.6666,3005,4588,3547.3334,4349,5236.3334,5320.3334,5464.3334,6421.3334,5608.3334,6749.3334,3143.3334,4846,4592,5641.6667,4614.6667,5256.3334,6212.3334,7966.3334,10662.3334,3353.6667,531,125.6666,3818,3839.6666,6181,5177
1175.21,1074.6666,3762.3333,7403.6666,3752.3333,4971.3333,4518,4780,5117.6667,5213.6667,4941.6667,2991,2118.3334,2982,4608.6667,3578.3333,4330,5292.3333,5367,5510,6407.3333,5722.6666,6735.6666,3074.3333,4873.6666,4617,5669.3333,4603,5255,6173.6666,7988.6666,10602.3333,3389.3333,523.3333,105,3844.3333,3800.3333,6241.6666,5153.3333
1177.16,1064.3333,3740.6667,7418.3333,3763,4948.3333,4547,4753,5098.6666,5193,4898.6666,2994.3333,2147,2972.3333,4639.3333,3482.6666,4345.6666,5268.3334,5441.6667,5483,6420.3334,5729.6667,6767,3080,4874.3334,4630.6667,5703.3334,4651.3334,5322.3334,6248.6667,8046.6667,10808.3334,3438.6667,563.3334,164.6667,3868.6667,3881.6667,6248.6667,5206.6667
1179.12,1103,3742,7449,3766.3333,5018.3333,4548.3333,4714,5131,5265,4934,3019,2161.6667,2999.3333,4621.3333,3558.3333,4361,5289.3333,5410,5489.3333,6501.3333,5747.6667,6839,3091.3333,4937.6667,4672,5741,4705.6667,5328.3333,6258.6667,8082.6667,10755.6667,3456,525.3334,145,3828.3333,3836,6265,5197.3333
1181.07,1071,3765,7446.6666,3814.3333,4935.6666,4549.3333,4757.6666,5153.6666,5217.6666,4905.3333,3000.6666,2100.6667,3014.6666,4610,3572,4321.3333,5325,5358.3333,5567,6530.3333,5756.3333,6749.6666,3125,4907.3333,4635,5720.3333,4701.6666,5273.3333,6249,8018,10790.6666,3396,508,90.6666,3851.6666,3827.6666,6289.3333,5263.6666
1183.02,1065.6667,3738.6667,7511,3819.6667,5002,4528.6667,4756.6667,5132.3333,5203.6666,4915.3333,3046,2202,3012,4590,3614.6666,4405.6666,5321,5394,5555.6667,6466.3334,5727,6821,3086.3333,4899.6667,4717.3334,5741,4724.6667,5338,6290,8156.6667,10862.3334,3432,566,129.3333,3857.3334,3829.6667,6262,5215
1184.97,1086,3740.6667,7455.6667,3812,5004.6667,4516,4767.3334,5210,5274,5005.6667,3074.6667,2132.3333,3070,4626.3334,3559.6667,4419,5361,5395,5536,6486.3333,5708.6666,6754.3333,3180,4901.3333,4632.3333,5706,4649,5301,6285,8140.3333,10842.3333,3452,518.3334,175.6667,3890.6667,3883,6203,5103
1186.93,1112,3791.3333,7455.6666,3862.6666,4989,4653,4758,5219.3334,5234,4938.6667,3086.3334,2167,3096,4655.6667,3583,4423,5401.6666,5409,5557.6666,6494.3333,5785.6666,6823.6666,3237,4907.6666,4692.6666,5730.6666,4725,5391.6666,6365.3333,8114,10869.6666,3433,529.3333,140.6667,3947.3333,3923.3333,6254,5241.3333
1188.87,1039.3333,3865,7493.6666,3829.3333,5033.3333,4669.6666,4838.3333,5195.6666,5216.6666,4899.6666,2999,2183.3333,3079.6666,4594.3333,3580.6666,4379,5351.6666,5459,5613.6666,6444.3333,5774.3333,6853.6666,3148.3333,4935.3333,4675,5764.3333,4770.3333,5333.3333,6282.6666,8075.6666,10901,3485,516,139.6666,3956.3333,3897,6313.6666,5278.6666
1190.82,1048.3333,3809.3333,7482.3333,3836,5032.3333,4577,4824,5153,5276.6667,4977.3334,2991.6667,2177.6667,3004.6667,4605.3334,3579.3334,4415.6667,5384.6667,5437.3334,5587.6667,6519.6667,5845.6667,6819.3334,3183,4923.6667,4725.6667,5758.6667,4751.3334,5414,6383.6667,8205.3334,11039.3334,3467,559.3333,142.6666,3928.3333,3881.3333,6282.3333,5196
1192.77,1116,3900.6667,7587,3832.3334,5084.6667,4617,4882,5246.6667,5305.6667,4989.6667,3082.3333,2123,3032.3333,4663,3676,4479.6667,5422.3334,5460,5617.3334,6503.3334,5837,6861.3334,3228.3333,4936.6667,4699.6667,5748.3334,4806.3334,5400,6366.6667,8183.3334,11043.3334,3509.3334,534.6667,173.6667,3958.3334,3950.6667,6298.6667,5293.3334
1194.72,1134.6666,3916.3333,7584.3333,3920.6667,5100.6667,4683.3333,4810.3333,5291,5316,4999.6666,3056.6666,2193.3333,3066.3333,4698.3333,3627.3333,4451,5498.3334,5529,5657,6563.3334,5872.6667,6916.3334,3266.6667,5014,4748.3334,5800.3334,4800,5501.3334,6429.6667,8252.6667,11117.3334,3541.6667,491.6667,161.3334,3900.6667,3939.6667,6339.6667,5287.6667
1196.67,1093.6666,3883.6667,7585.3334,3932,5139,4634,4915.6667,5310.3333,5352.6667,5033.3333,3082,2175.3333,3109.3333,4724,3658.6667,4466.3333,5475.3333,5550,5690.3333,6600.3333,5877,6925.6667,3271.3333,5037.6667,4788.6667,5868.6667,4750.6667,5476.3333,6436.6667,8215,11014.3333,3563.3333,537.6667,146.6666,3975,4016.3334,6383.6667,5302.3334
1198.61,1082.3333,3873,7569.3334,3957.6667,5120.3334,4652.3334,4930.6667,5320,5388.3333,5050.6667,3149.3333,2227.3333,3121.6667,4787.3333,3744.3333,4537.6667,5451,5489.6666,5636.3333,6540.3333,5829.6666,6843.6666,3318.3334,4967,4732.3333,5840,4742.6666,5440,6460,8278,11059.3333,3466.6666,573.3333,111,3999.3334,3930.6667,6396,5344
1200.56,1099.3334,3887.6667,7523.6667,3895.6667,5093,4683,4925,5249.6667,5253,5017.6667,3020.3334,2206.6667,3052,4714.6667,3639.6667,4485.3334,5525,5520.6667,5699.3334,6604.6667,5880,6907.3334,3238.3334,5027.6667,4755.3334,5840,4817.6667,5445.6667,6462,8242.6667,11125.3334,3571,566.3333,142.3333,3985,3961,6393,5303
1202.5,1124,3859.3334,7683,3987.6667,5234,4736,4958.3334,5335.3333,5399.3333,5120,3142.6666,2167.3333,3172.6666,4781.3333,3716.3333,4518,5570,5598,5678.3334,6636,6011.3334,6971,3249,5093.3334,4828.3334,5956.3334,4897.6667,5481,6508.6667,8300,11223,3577.3334,586.6666,140.3333,4012.3334,4014.3334,6413.3334,5349
1204.44,1149.3333,3901.3333,7717.3333,3942.3333,5135.3333,4686.6666,4981.6666,5344.6666,5378,5117.6666,3133.6666,2218.3333,3120.6666,4805,3706.6666,4552,5617,5649,5775,6669,5964.3333,6991.6667,3302,5063.3333,4868.6667,5889,4928.3333,5505.3333,6523.6667,8334,11357.3333,3562,552,167,3969,4006.3333,6400,5418.3333
1206.39,1110.3333,3893.6667,7695,3982,5263,4769,5020.6667,5285.3334,5449.3334,5105,3161.3334,2240,3140.3334,4770.6667,3693,4550.6667,5593.6666,5629,5780.6666,6689.6666,5982.3333,7063.3333,3290.6667,5139.6666,4853.3333,5881.6666,4823.3333,5493,6522,8361.6666,11320.3333,3599,551,168.6666,4044.3334,4042,6536.6667,5446.6667
1208.33,1153.3333,3889.3333,7700.3333,4002.6666,5226.3333,4715.3333,5059.3333,5376,5408,5064,3144.3333,2206.6667,3117,4802,3739,4572,5622.6666,5618,5764.6666,6685,5977.6666,6965.3333,3317.3333,5126.3333,4818.6666,5897.3333,4903.3333,5526.6666,6529,8335,11294.3333,3622,588,130.6667,3998.3333,3993,6444.3333,5370.3333
1210.27,1090.6666,3910,7614.6667,3935.3333,5170.3333,4703.3333,4940,5351.3333,5378.3333,5061.3333,3146.6667,2266.6667,3106,4800,3714.6667,4548.3333,5607.6667,5566.3334,5682.6667,6650,5951,6980.3334,3310.6667,5099,4841.3334,5873.6667,4850.3334,5474,6474.6667,8276.6667,11224.3334,3578.3334,551.3333,143.3334,3991.3333,3967.3333,6334,5314.6667
1212.21,1166.3333,3936.3333,7743.6667,3989.3333,5184.3333,4747.3333,5073,5420.6667,5410,5049.6667,3167.3334,2268,3215.6667,4847,3751,4535.3334,5646.3334,5618,5776.3334,6675.6667,6032,6982,3351.3333,5102.3334,4898.3334,5899.6667,4886,5504.6667,6529.3334,8325.3334,11354.6667,3653.6667,548.6667,156.6667,3984.3333,4009.6667,6433.6667,5340
1214.15,1153,3880.3334,7581.6667,3944.6667,5166.3334,4702,4978.6667,5393.6666,5412.3333,5113,3192.6666,2243,3233.6666,4854,3797,4643,5529.6666,5597.3333,5757.3333,6684,6001.6666,6983.6666,3339.3333,5050.3333,4836,5932,4896,5516.6666,6544.3333,8336,11308,3597.6666,564.6667,127.6666,3969,3991.3334,6329,5317.6667
1216.09,1128.6667,3999,7653,4003.6667,5186.3333,4759,5062,5418.6667,5422.6667,5182.3334,3198.3334,2283.6667,3206.6667,4887,3864,4663.6667,5624.3333,5575,5765.6667,6660.6667,5990.6667,6930.6667,3458,5098.3333,4860,5888,4927.3333,5532.6667,6548.3333,8372.6667,11416,3698,587,149.3333,4055,4004,6447.3333,5383.6667
1218.02,1141.6667,3978,7710.3334,4040.3334,5217.3334,4776.3334,5068,5335.6667,5469.6667,5085,3117,2328,3232.6667,4809.6667,3816,4656.6667,5600,5643.3334,5745.6667,6742.3334,6026.6667,6916.3334,3339.6667,5057.3334,4811,5985,4953,5487,6620.3334,8370.3334,11355.3334,3690.3334,634.3333,149.6666,4050.3334,4044,6458,5397.3334
1219.96,1188.6666,3970.3333,7726,4032.3333,5225.6666,4793.3333,5109,5349.6666,5389.3333,5158.3333,3234.6666,2275.6667,3223.6666,4853.6666,3862,4668.6666,5636.3333,5652.3333,5754.6666,6670.6666,5980,6958,3364.6666,5112,4838,5952.6666,4938,5565,6602.6666,8349.3333,11373.3333,3672.3333,520,140,4053.6666,4061.3333,6456.6666,5407
1221.9,1182.6667,3975,7687.3333,4037.6666,5285.3333,4771.6666,5071.6666,5464.3334,5456.3334,5145.3334,3261.3334,2343.6667,3229.6667,4838.6667,3911.6667,4721.3334,5691.3333,5697.3333,5805.6667,6711.6667,6031,7017,3481.6667,5165.3333,4900,5964.6667,4954.3333,5620,6640.6667,8459.3333,11436.3333,3762.3333,593,171,4051.3333,4102.3333,6464,5430.3333
1223.83,1173.3333,4023.6666,7791.3333,4044.6666,5301.3333,4827,5133.3333,5493.6667,5519,5194.3334,3169.3334,2398,3197,4931.3334,3862.3334,4724.3334,5755,5731,5851,6745.6667,6083.3334,7011.6667,3503.6667,5142.3334,4897,5971.6667,5042,5634.3334,6824.6667,8504.6667,11531.3334,3794.3334,612.3333,172.3334,4128.6666,4157.6666,6513.6666,5456.6666
1225.76,1247,4037.6667,7819.6667,4109.6667,5357.6667,4828,5190,5498.6666,5524,5183,3215.3333,2316.6667,3268.6666,5035,3986.3333,4763.6666,5798.6666,5810,5797,6751.3333,6097,7102.6666,3544,5143.6666,4877.6666,5969.6666,5015,5697,6755.3333,8538.6666,11525,3788,563.3333,145,4141,4172.3333,6546.3333,5511
1227.7,1233.3333,4101.3333,7727.3333,4141.6667,5411,4868,5214.3333,5496,5438,5248,3270.3333,2368,3298.6667,5072.3333,3939.3333,4885,5843.3334,5834,5896,6796,6118,7089,3565.3333,5240.6667,5009.6667,6077,5120,5781.3334,6886.6667,8639.3334,11639.6667,3874,618,150.6667,4188,4237.6667,6635.3333,5585.3333
1229.63,1244.3334,4168.3333,7857,4192.3333,5441.6667,4941.3333,5207.6667,5500,5480.6667,5254.3333,3253.6667,2458,3348,5158,4042,4950,5898,5913.6667,5906,6812.3334,6172.6667,7097.3334,3590,5239.6667,4988,6112,5182,5860.3334,7005.6667,8674,11659.3334,3943.6667,610,140.6667,4289,4293,6718,5680
