Raman Shift,sample_1.txt,sample_10.txt,sample_11.txt,sample_12.txt,sample_13.txt,sample_14.txt,sample_15.txt,sample_16.txt,sample_17.txt,sample_18.txt,sample_19.txt,sample_2.txt,sample_20.txt,sample_21.txt,sample_22.txt,sample_23.txt,sample_24.txt,sample_25.txt,sample_26.txt,sample_27.txt,sample_28.txt,sample_29.txt,sample_3.txt,sample_30.txt,sample_31.txt,sample_32.txt,sample_33.txt,sample_34.txt,sample_35.txt,sample_36.txt,sample_37.txt,sample_38.txt,sample_4.txt,sample_5.txt,sample_6.txt,sample_7.txt,sample_8.txt,sample_9.txt
2098.61,240.6667,981,2143.6666,1024.6666,1324,1261.6666,1245,1389.3334,1416.3334,1381.3334,766.6667,534,798,1172,864,1033.3334,1447.6666,1452.6666,1469.3333,1725.3333,1487,1816.3333,727,1262,1180,1559.6666,1175.6666,1333.3333,1593.6666,2230.3333,3096.6666,787.6666,160.6667,90.6666,1002,1032.6666,1761.3333,1442
2100.19,244.6667,984.6667,2120.3333,1014.3333,1296,1251.3333,1241,1349.3333,1424.3333,1378,786,461.6667,768.3333,1156.6666,868,1046.6666,1440.3333,1439.3333,1455.3333,1734.6667,1491.3333,1848.6667,723,1281,1207,1565,1229.6667,1330.3333,1580.3333,2262.6667,3105.3333,770.6667,128.3333,63.6667,990,1007.3333,1787.6667,1420.3333
2101.77,178.3333,973.6667,2082.6667,956.6667,1300,1158.3334,1225.6667,1364.3333,1466,1357,794.3333,481.6667,790.3333,1170.3333,876,1090.6666,1446,1452.6666,1463.6666,1764.3333,1523.6666,1872.3333,729.3333,1302,1184.6666,1594,1178,1355.3333,1598.6666,2254.6666,3075.6666,771,110.6667,59.6667,947.3334,954,1741,1365.3334
2103.35,169.6667,972.3334,2170,1024.6667,1327,1256.6667,1234.3334,1405.6666,1393.3333,1348.6666,767,457,778.3333,1147,902.3333,1033.6666,1482,1458.3333,1465.3333,1775.3333,1570.6666,1832,723.3333,1286,1251.6666,1603.6666,1229.6666,1433,1598.6666,2291.3333,3093.3333,823.3333,153.3334,37.3334,1002.6667,1036.3334,1815.6667,1413.3334
2104.92,292,949,2095.6667,1001.6667,1262,1248.6667,1275,1436.6667,1441.6667,1328.3334,786.3334,548.6667,785.3334,1208.6667,885,1054.6667,1449.3333,1462,1435.3333,1765.6667,1486,1870.3333,736,1310.6667,1210.6667,1602,1195,1322,1546.3333,2251,3047.6667,810,135.3333,59.6666,980.6667,968.6667,1794.3333,1418
2106.5,222.3333,996.3333,2038.3333,978,1293,1216.6667,1248,1407.3334,1397.3334,1330.3334,740,471.6666,762.3334,1111.6667,851.6667,1056.6667,1424.3333,1458,1445,1755.6667,1480.6667,1791.3333,739,1330.3333,1131,1548,1149,1317.3333,1580,2266.6667,3009.6667,744,126.3334,62.3333,986,965,1803,1404.6667
2108.07,188.6666,966.3333,2099.6667,993.6667,1302,1177,1196.3333,1397.6666,1432,1409,800.6666,518.3333,814.3333,1163.3333,886,1065.3333,1417.3333,1413.3333,1440.6667,1717,1504.3333,1827.3333,695.6666,1261.6667,1224.3333,1547.3333,1192,1365,1578.3333,2241.6667,3054.6667,790,120.3333,82.6667,938,981,1725.3333,1367.6667
2109.65,155.6667,973.6667,2093.3334,1009,1283.6667,1240,1272,1353,1411.6667,1323.3334,825.3334,467.3334,746.3334,1157,849.6667,1030,1432.6666,1457,1434.3333,1748.3333,1515.6666,1830.3333,727.6667,1274.6666,1182,1542.6666,1196,1342,1616.6666,2283.3333,3037,756.6666,133.6666,102.6666,995.6667,992.6667,1740,1373.3334
2111.22,238,951.3334,2090.6667,987,1250.3334,1188.3334,1248,1368.6666,1368.6666,1310,757,453.6666,775.3333,1191.6666,877.6666,1063.3333,1422.6666,1395.6666,1476.6666,1701,1473.6666,1807,779,1271.3333,1170,1527,1159,1320.6666,1577.3333,2273.3333,3010,778.3333,148,63.3334,950.3334,973,1758.3334,1378.6667
2112.8,283.3333,935.3333,2060,931,1277.6667,1191.3333,1237.3333,1405.6667,1395,1313.3334,782,549.3333,754.6667,1135,872.3334,1040,1424,1403.6667,1431.6667,1703,1478,1812.3333,734,1270,1188.3333,1557.6667,1155,1351.3333,1526.3333,2200,3011.3333,777.3333,132,75.6667,932.3333,916,1706.6667,1335.3333
2114.37,145,943.6667,2129.6667,1019,1302,1229,1225.3333,1334.6666,1406.3333,1362,794.3333,532.6667,759.6666,1114.6666,852.3333,1057.3333,1426.3333,1463.3333,1469,1727,1495.3333,1860,704,1291.3333,1198.3333,1558,1238,1353.3333,1624.6667,2235,3007.3333,799,145,86,999,996.6667,1774.6667,1388
2115.94,209,980.3333,2031,1000.6666,1278.3333,1176.3333,1218,1318.3334,1381,1330,789.3334,480.6666,772.3334,1130,849.3334,1035,1433.6666,1438.6666,1458.6666,1707.3333,1503,1795.6666,749.3334,1286.6666,1187.3333,1543,1199.6666,1350.6666,1606.3333,2242.3333,3038,809,107,106,975,985.6666,1759.6666,1396.6666
2117.52,249.6667,912.3334,2043.6667,950.3334,1247.3334,1207.3334,1175.3334,1375.3334,1419,1307.3334,762,492.6666,793.3334,1138,883.3334,1046,1444.6667,1426,1425.6667,1752.6667,1508.6667,1836,753.3334,1272,1242,1581.6667,1172.6667,1357.3333,1604,2217.3333,3017.6667,789,129.3333,66.3333,923.3334,937,1690.6667,1382
2119.09,174.6667,912.3333,2091.3333,993.6666,1268.6666,1204,1216.6666,1358.3333,1391.6666,1326.3333,817.6666,518.3333,722,1171.6666,808.6666,1014.6666,1419.3333,1463.6666,1416.3333,1709,1523.6666,1814.3333,716.3334,1276.3333,1178,1523,1198,1319.6666,1543,2207.6666,2968.3333,776.6666,152.6666,88,951,991.6666,1746.3333,1326.6666
2120.66,193.6667,948.3333,2034.6667,964.3333,1242.3333,1198.6667,1155.3333,1374,1392.6667,1291,788.6667,460.3333,778.3334,1150,824.6667,1011.3334,1433.6666,1396,1431.3333,1695.3333,1489,1783.6666,696.3333,1243.3333,1141.3333,1537.6666,1184.6666,1339.6666,1534.3333,2188.6666,2946.3333,767.6666,145.3334,44.6666,980,975.6667,1753.6667,1320.3333
2122.23,227.6667,929.6667,2037,973.3333,1200,1170,1219,1316.6667,1358.6667,1283,781,484,750,1097,841.6667,1034.3334,1387,1403.3334,1432.6667,1697,1445.6667,1780.3334,728.3334,1259.6667,1173.3334,1551,1190.3334,1323.3334,1574.6667,2222.3334,2990.3334,793.3334,139.3334,48.6666,926,943,1739,1383.6667
2123.8,222.3333,983.6667,2046.3334,959,1310.6667,1200.3334,1244.6667,1391.6666,1382,1304.6666,782.6666,515,785,1167,863.3333,1022,1411.3333,1453.6667,1405,1690.3333,1449.6667,1795.6667,701.3333,1257,1188.6667,1530.3333,1153,1326,1530,2179,2950,829.6667,122,80.6667,980.3334,1008.6667,1743,1371
2125.37,197.6667,929,2027,982,1234.3334,1193.3334,1193.6667,1325.3333,1397.3333,1296,761.6666,468,724.3333,1113.3333,823.3333,1013,1412,1394.6666,1412.6666,1724.3333,1503,1786.6666,711.3334,1276.6666,1158,1551,1152.3333,1306.6666,1550.6666,2224.6666,2995,786.6666,173.6667,45.3333,911,935.3334,1701,1324
2126.94,194.3333,942.3333,2053,998,1274.3333,1157.3333,1203,1289,1372,1260.6667,747.6667,475.3333,742,1090.3333,829,988.6667,1364,1371,1389,1664.3333,1428.6666,1783.6666,665,1230,1163.6666,1533.6666,1198.6666,1322.3333,1568.3333,2146.3333,2975.6666,743.6666,154.6667,70.3333,927.6666,949.3333,1764.6666,1394.3333
2128.5,194.6667,939.6667,2039,932.3333,1272,1195.3333,1190.3333,1331,1405.6666,1280.3333,771.3333,495.3333,700.3333,1125.3333,852,1032.3333,1341.3333,1416.6666,1420.6666,1692,1479,1812,724,1260,1205,1505.3333,1116.3333,1356.6666,1526.3333,2212.3333,2934,779.3333,134,54.6666,953,969.6667,1713,1355.3333
2130.07,237,991.6667,2082,959,1297,1236,1247.3333,1311.6667,1394,1244.3333,760.3333,529,733.6667,1137.3333,809,1008.6667,1358,1370.6666,1375,1682,1451.3333,1767.6666,679.6667,1228,1117,1495,1139.6666,1252.6666,1469,2115.3333,2914.3333,709.6666,115.3333,50,971.3333,976.3333,1696,1329.6667
2131.64,195.3334,923.6667,1998.3334,922.6667,1235.6667,1184,1188.3334,1331.6667,1386.6667,1342.3333,755.6667,464.3333,760,1128.6667,854.6667,1007.6667,1420.6667,1411.6667,1385.3333,1701,1460.3333,1759.3333,673.3333,1210.6667,1171,1503,1185.3333,1305.3333,1556.3333,2209,2968.6667,781.6667,187.6667,49.6666,907.3334,935,1708.3334,1345.6667
2133.2,210,919.3333,2041.6667,1015.6667,1229.6667,1175.6667,1178,1311.6667,1336.6667,1235.6667,763.6667,444,718.6667,1095,849,981,1436,1407.6667,1386,1700.3333,1442,1816,751,1277.3333,1150,1496.3333,1188.3333,1315.3333,1524.6667,2197.6667,2912.6667,818.6667,178.6667,86,956.3333,970.6667,1684.3333,1342.6667
2134.77,204.6667,931.6667,1991.3334,943.6667,1216,1147.3334,1196,1295.6666,1420,1253.6666,770,521.3334,722.6666,1109.3333,849.6666,1013.6666,1380.3333,1395.6667,1356.3333,1671.6667,1424.3333,1748.6667,718.6667,1249,1127.6667,1516,1147.6667,1316,1515.6667,2181.6667,2879.3333,740,152.6666,64.3333,929.6667,928,1649,1289.3334
2136.33,254.6667,955.6667,2032,914,1276,1198.3333,1189.3333,1307.6667,1391,1269,810.3334,452.3333,749.3334,1152.6667,846.6667,1042.6667,1401.3334,1401.3334,1424.6667,1663.6667,1435.3334,1771.3334,659,1218,1194.6667,1511.3334,1166,1348.6667,1544,2183.6667,2960.6667,769.3334,79.6666,61.6667,958.3333,973.6667,1714.6667,1389.3333
2137.9,224.6667,895.3333,1965.6666,960.6666,1196,1118.3333,1155.6666,1336,1362.6666,1307,755.6666,480,778.3333,1151.6666,833,1064.3333,1336.6667,1374,1428.6667,1664,1422,1776.3334,745,1243.6667,1153.3334,1489.6667,1175,1329.6667,1501.6667,2150.6667,2877.3334,767.3334,148.3333,94.6666,897.3333,911,1695,1324.6666
2139.46,210.3334,886.6666,1936,932.3333,1193,1147.6666,1143.6666,1265.6667,1310.6667,1318,741.6667,455.3333,740.6667,1122.3334,812.6667,958.6667,1318,1332.6666,1328.3333,1607.6666,1397.6666,1731.6666,696,1196.3333,1088,1469.3333,1138.6666,1244,1476.6666,2154.3333,2869.3333,708,146.3333,47.6667,905,910.3333,1669.3333,1316.6666
2141.02,206.3334,949.6667,2031,989.6667,1237.3333,1187.6667,1198,1352.3333,1377,1336.3333,801.3333,481.6667,781,1111.6667,864.6667,1049.3333,1344.6667,1361,1346.3334,1602,1426,1717.6667,664.6667,1238.6667,1143,1506,1125.6667,1291.3334,1486.6667,2163.6667,2886.6667,768.3334,147.3333,46.3333,927,957.3333,1695,1343.6667
2142.58,224.3333,945.3334,2005.6667,987,1233.3334,1166.3334,1203,1365.6667,1381.6667,1264,763.6667,457.3333,745.3334,1127.3334,840.3334,1012,1416.6666,1424,1394.3333,1652,1425.3333,1764,701,1219.6666,1132,1514.6666,1134,1295,1554,2143.6666,2864.3333,770.6666,148,79,985,964,1736.6667,1382.6667
2144.15,223,930.3333,1992,912.6667,1238.3333,1127,1162.3333,1283.6667,1333.6667,1252,693,450.3334,672.3334,1076.3334,832.6667,930.3334,1351.3334,1375,1396.3334,1647.3334,1430,1744.3334,717.3333,1201.3334,1124.6667,1448.3334,1153.3334,1296.6667,1510.6667,2126.3334,2910.3334,738.3334,121,-2,917.6667,965.3333,1641.6667,1310.3333
2145.71,192.6666,942.6667,2030.6667,950.3333,1274.6667,1168.3333,1188.6667,1283.3333,1327.3333,1240.3333,731.3333,504.3333,733,1086,806.6667,988,1347.6667,1375.6667,1347.3334,1610,1419.3334,1700.6667,714.6667,1169.3334,1130.6667,1486.6667,1113.3334,1283.3334,1462,2108.6667,2853,749,183.3334,73.3333,933.3333,948,1660.3333,1329
2147.27,192.6667,933.3333,1969.3333,957,1231,1151.3333,1209.6666,1290.3333,1380.3333,1260.3333,754.6667,462,727.3333,1138,823.3333,1039.6667,1355,1355.6667,1377,1613.6667,1442,1709.6667,731.3333,1205.3333,1121,1497.3333,1149.3333,1299.3333,1515.6667,2147.6667,2861,681.6667,159.6666,94,919,945.3333,1704.3333,1319.6666
2148.83,227,904,1981.3333,971.6667,1255,1163,1180.3333,1335,1314.3333,1231.6667,724.6667,453.6667,748.3333,1139.6667,828.6667,992,1356.6666,1339.6666,1347.3333,1604.6666,1395,1713.6666,689,1200.3333,1132.3333,1470.6666,1118.6666,1269,1503.6666,2081.3333,2847.6666,739,96,61.3333,941.6667,929.6667,1707.6667,1301.6667
2150.39,207.6666,957,1994.3334,979.3334,1258,1137,1184.6667,1268.3333,1328.3333,1270.3333,724.6666,448,773.6666,1096.6666,814.6666,974.6666,1384.6666,1423.3333,1396,1644.6666,1395,1752,685.3333,1180.6666,1172.3333,1483.3333,1166,1271,1502,2146,2845,789,140,61.6667,966,944,1707.3334,1336.6667
2151.94,191,901,1944,917.6667,1210.3334,1162,1147.3334,1274,1352,1228,757.6666,494.3333,726.6666,1101,807,990,1379.3333,1394,1392,1647,1441.3333,1727.3333,669.3333,1221.3333,1156.6667,1498.6667,1166.3333,1305,1477,2171,2851.6667,734.6667,151,80.3333,901,907.3334,1659,1274.6667
2153.5,251,926.3333,1950.3333,936.6667,1217,1129.3333,1116.6667,1312.3334,1393.3334,1319.3334,789.6667,454.6667,767.6667,1166.3334,868.3334,1038.6667,1326.3334,1342,1335.6667,1624.6667,1390.6667,1656.3334,742.3333,1180.6667,1081,1437,1087.3334,1239.3334,1464.6667,2086,2842,698.3334,165.3333,83.6667,889,931,1653.3333,1282.3333
2155.06,183.3333,885.3334,1947.3334,901.6667,1211,1104.6667,1152,1283,1346.3333,1260.3333,761.3333,465.6666,724,1099.3333,836.6666,1026.6666,1348.6667,1366,1335.6667,1551,1367.6667,1716.3334,723.6667,1153.3334,1085,1445,1092,1248.3334,1489.6667,2112.3334,2812.6667,731.6667,149.3333,94.6667,917.6667,914,1662.3334,1280
2156.62,223,921.3333,1943,953,1228,1175.3333,1189.6666,1263.3333,1285.3333,1257.3333,723.6666,388.6667,696.3333,1072,766,970.3333,1389.6666,1368,1409,1662.3333,1409.6666,1744.3333,710.6667,1205,1139.3333,1492.6666,1160.3333,1301.3333,1464.3333,2145.3333,2868,758,193.3333,72,920,935.6666,1684.6666,1331
2158.17,183.3333,880.3333,1970.6667,958,1194.6667,1118.3333,1122,1251,1308,1242.6667,721,472,711.6667,1072.6667,801,957.3333,1312.6666,1364.3333,1376.3333,1603,1410.3333,1730.6666,667.6666,1213.3333,1084,1461,1083.6666,1241.6666,1481.6666,2102.6666,2793.3333,772.3333,145,65.3333,936,914.6667,1646,1295.3333
2159.73,180.6667,969,1992,933.3333,1226.6667,1116.3333,1144,1284.3333,1333.3333,1226.3333,731.3333,463.6666,746.3333,1089,846,990.3333,1303,1354.6666,1337.3333,1629,1362.6666,1696,667.6667,1176.3333,1095,1460,1103.6666,1277,1499.6666,2049.6666,2825.3333,738.3333,125,79.3333,916.3333,952.6667,1615.6667,1334.3333
2161.28,226.6666,948.6666,1962.6666,897.3333,1196.3333,1118,1142.6666,1280,1310,1204.3333,715,447.6667,702.3333,1051,769,962.3333,1335,1343,1328.3334,1633,1398.3334,1698,682,1191,1113.6667,1454,1113.3334,1287.3334,1487,2116.6667,2840.3334,728.3334,160.3334,39.6667,930.3333,915,1631,1261.3333
2162.84,215,902.6667,1925.6667,939.6667,1199.6667,1130.6667,1151.6667,1214.3333,1268.3333,1198,699.3333,430.3333,680.3333,1045.6667,763.3333,946.3333,1348,1362,1350.6666,1560,1367.3333,1696,714,1217,1119.6666,1442.6666,1118.6666,1308.3333,1468,2091,2816.3333,744.3333,175.3333,51.3333,908,929.3334,1653.6667,1269.6667
2164.39,182.6667,920,1954,903.3333,1188.6666,1146.6666,1182.3333,1283.6667,1306.6667,1208.3333,746,453.3333,691,1074.6667,831,944.3333,1299.3333,1337.6667,1290.3333,1607,1383.6667,1645,669,1160.3333,1067.3333,1454.6667,1117.6667,1236,1459.3333,2080.3333,2744.6667,740.6667,125.3333,58.6667,935.3333,965,1622,1289.6666
2165.94,198,924,1982,901.3334,1194.6667,1142.6667,1169,1277.3333,1330.3333,1228.6666,754.3333,465,729.3333,1072,833,977.6666,1305.3333,1324,1317,1581,1369.3333,1671.3333,677.6667,1123,1054.3333,1415.6666,1076.3333,1244.3333,1468,2071,2766.3333,696.6666,153,55.3333,880,942,1679,1302.3334
2167.49,178,932.3333,1915.6667,905,1210,1113.6667,1141.3333,1233.3334,1244,1198.6667,733.6667,492.6667,691.6667,1056.6667,794.3334,981,1308,1326.3333,1334.3333,1573.3333,1328,1665.3333,731.3333,1155.3333,1093,1449.3333,1143.3333,1271,1461.6667,2042.6667,2801,716.6667,157.6667,33.3333,887,910.3333,1635.6667,1297.3333
2169.05,176,892.3333,1908.3333,915.6667,1189,1111.6667,1076,1226.6667,1249.3333,1184.3333,710,415.6666,690.3333,1094,795.6667,1006,1324.3334,1343,1315.3334,1587,1338.3334,1648.3334,663,1138.3334,1112,1421.6667,1058.6667,1228.6667,1400.3334,2061,2688,731.3334,169.6667,38.6667,893.6667,890,1592.3333,1288.3333
2170.6,156,905,1908.6667,935.3334,1187.3334,1087.3334,1129.3334,1283.3333,1298.3333,1219,740.6667,435,698.6667,1085.6667,774.3333,981,1322.3334,1312,1306.6667,1525,1367,1643,685.6667,1151.3334,1070,1421.6667,1068,1262.3334,1450.6667,2000.3334,2692.3334,721,119.6666,123.6667,935,933,1633.3334,1276
2172.15,272.6666,884,1925,885.3333,1182.3333,1104,1137.6667,1271.3333,1303.6667,1269,744.6667,455,747,1101.3333,819.6667,952.6667,1300.3333,1366.3333,1338.3333,1591.6667,1345.3333,1668.6667,661.6667,1185.6667,1085.3333,1463.3333,1136.3333,1253.3333,1468.6667,2108,2789,779,164.3333,78.3334,906,869,1580,1269.3333
2173.7,200,871,1861,831,1141.3334,1097.6667,1078.3334,1219.3333,1228.3333,1180.3333,711.6666,473,688.3333,1060,805.6666,962.3333,1311,1339,1297.3333,1550.3333,1367,1693.6666,667.6667,1147.3333,1100.6666,1405,1112.6666,1227.6666,1442,1990,2736.6666,698.3333,173.6667,8,862.6667,887.3334,1572.3334,1283.3334
2175.25,195,871.6666,1889.3333,912.6666,1148.6666,1062.3333,1102.6666,1253,1279.6666,1227.6666,739,502,708.3333,1074.3333,814,971,1294.3333,1325,1315.6667,1547,1336,1668.6667,691.6666,1121,1091.6667,1422.6667,1125.3333,1225.3333,1456.6667,2001,2705,758,169,64.3334,855.6666,884,1605,1275.3333
2176.79,174.3333,933.3334,1888.3334,946,1197.6667,1141.6667,1123,1191.3333,1248,1172.3333,693,468.3334,713.3333,1046.6667,819,943,1294.3333,1336,1351.3333,1586.3333,1306.3333,1690.6666,712.6666,1156,1075.3333,1441,1076.3333,1235.6666,1418.6666,2017.6666,2688,709,109.6666,65.6667,945.3334,940.3334,1633.3334,1284.3334
2178.34,220.6667,910.6667,1887,906,1174.3334,1116,1132.3334,1208,1292.6667,1189.6667,736.6667,429.6666,737.3334,1087.3334,796,961,1303.6667,1315,1338.3334,1534.3334,1316.3334,1632.3334,691,1134,1026.3334,1393,1083.6667,1264.3334,1472,2088.6667,2653.6667,749.6667,127.6667,125,909.6667,899,1584,1280.6667
2179.89,199.6667,844.6667,1891,861.6667,1153,1067.3334,1093.3334,1242,1255,1212.6666,748,450.3334,698.3333,1033.6666,822.6666,942,1255.3334,1314.3334,1271,1520,1292.3334,1631,679,1106.6667,1042,1366,1091,1188.6667,1427.6667,2003,2704.6667,710.3334,185,60.6666,872,922.3334,1594.6667,1233.3334
2181.44,232,844.6667,1855.3333,855,1130,1029,1062,1214,1266.6666,1152,656.3333,464,716.3333,1051,799.6666,950.6666,1289.6667,1277.6667,1237,1533,1296.6667,1615.3333,689,1100.3333,1034.6667,1375,1027,1232.3333,1354,1960.6667,2670.3333,703.6667,121.6666,74,850,862.3333,1599.6667,1230
2182.98,201,871,1840.6667,868,1143,1059.3333,1102,1193.6667,1251,1167,664.6667,461.6666,716.6667,1034.3334,807.6667,964,1315.6666,1328.6666,1324.3333,1556.3333,1356.3333,1679.3333,681,1148,1080,1432,1145.6666,1267.6666,1487.3333,2035.3333,2666,747.3333,117.3333,66.6667,890.6667,880.6667,1529.6667,1262
2184.53,231.3333,895.3333,1874.3333,882.6666,1188.3333,1106.6666,1134.3333,1230.3333,1222.3333,1163.3333,684,450,672,1033.6666,768,932.3333,1297,1312.6667,1281,1513,1331,1631.3333,675.3333,1123.3333,1036.6667,1422.6667,1110,1229.3333,1437.3333,2011.3333,2724.3333,726.3333,147,52,900.3333,899.3333,1587.3333,1257.3333
2186.07,158.6667,864,1819.3333,839.3333,1116,1065.3333,1054,1234.6666,1255,1207,714.6666,435.3333,717.3333,1061,825.6666,956.3333,1298.6667,1280.3333,1254.6667,1521.3333,1283.3333,1614.6667,705,1104.6667,1038,1371,1081.3333,1230.6667,1411.3333,1954.6667,2632.6667,734.6667,104.6667,35.6667,861.3333,852.3333,1559.6666,1210.3333
2187.62,181.6667,863.3334,1847.6667,880,1124.6667,1065,1064.3334,1178.6666,1261.3333,1160,707.3333,415,674,1025,798.3333,966.3333,1287.3334,1291.6667,1245.6667,1545.3334,1302,1658.3334,666.3333,1130.6667,1053,1369.3334,1099.3334,1210.6667,1462,2040.6667,2669.6667,712.3334,148.3334,77,849,885,1553.6667,1222
2189.16,125.6667,924.6667,1855,932,1163.6667,1142.3333,1141.6667,1185,1224.3333,1117,675,454.3334,657,1017.6666,754,917.6666,1283,1271.6667,1307.6667,1509.3334,1311.6667,1584,636.6666,1125.3334,1074,1368.3334,1059.6667,1194.3334,1430.6667,2009.6667,2668.6667,730,160.6667,80.3334,936,910,1595,1252
2190.7,219,836,1818,900,1150.6667,1066.3333,1046.3333,1189.3333,1239.3333,1140,669.3333,458,691,1025.3333,801,920,1240.6667,1214,1241.3334,1482.6667,1274.6667,1568,690,1071,979,1347.3334,1056,1165.6667,1386.3334,1930.6667,2594.6667,708.6667,129.3333,23.6667,874.3333,880.6667,1540.3333,1254.3333
2192.25,209.3333,871.6666,1851.3333,876.3333,1143.6666,1063,1062,1241.3333,1244,1207.3333,719,415,720.6666,1061,820,997,1235.6667,1279,1209.6667,1492,1267.3333,1564.6667,655.6667,1090,999.6667,1352.3333,1058,1183.6667,1364,1950,2590.6667,687,125.3334,68.6666,893.3333,924.6666,1544,1248.3333
2193.79,236.6667,888.6667,1834.3333,843,1145.6667,1082,1071.3333,1178.6667,1209.3334,1143.3334,707.3334,441.3333,695,1020.3334,799.6667,943.3334,1206.6667,1295.3333,1266.6667,1499.6667,1300.3333,1566,632.3333,1110.6667,1029,1373,1059.3333,1195,1347,1932,2609,697.3333,122.6666,88.6667,879,877.6667,1528,1262.3333
2195.33,151.3333,831,1825,866.3334,1122,1043.6667,1079,1170.6667,1202,1132,696.3333,418.3334,652.6667,1011,737.3333,889.3333,1219,1281.6667,1283.6667,1463,1319,1571.6667,672.6666,1087.3333,1012.6667,1345.6667,1048.3333,1198.6667,1379,1868.6667,2548,679.3333,125.6666,62.3333,853.6667,883.3334,1538,1239
2196.87,204,807.6667,1803.6667,801.6667,1083.3333,968,990,1205.3333,1257.6666,1146.6666,702.3333,425,721,1055.6666,777.3333,939.3333,1224,1220,1165.3333,1464.6667,1245.3333,1569,639.6667,1082.3333,1011,1296,1004.6667,1133.3333,1312.6667,1891.6667,2591.6667,662.6667,180,30.6667,814.3333,816.3333,1442,1188.3333
2198.41,175.6666,839.6667,1767.6667,830,1095,1027,993.6667,1198,1203,1145,644,450,685.6667,1036.3334,785.3334,935.6667,1257.6667,1261,1281.3334,1502,1293.6667,1550,626.3333,1090,1043.6667,1367.3334,1093.6667,1200.3334,1380.3334,1938.6667,2597.3334,713.3334,120.6666,85,837.6667,828,1504.6667,1150.3333
2199.95,136.6666,847.3333,1783.6666,854.6666,1099,1005.6666,1044.3333,1174.3334,1152.3334,1126.3334,696.6667,447.3334,686.3334,1039,791.3334,887.6667,1262,1277.6667,1268,1464.3333,1305.6667,1575.6667,689,1122.3333,1019.6667,1371.3333,1079.6667,1207.3333,1421,1988.6667,2582.6667,739.6667,154.6667,97.3333,860.3333,829,1532,1187
2201.49,194,833.6667,1797.6667,822,1060.6667,1011.6667,1051,1195.6666,1247.3333,1163.6666,720.6666,446.3333,705,983.3333,793.6666,951.6666,1213.3333,1257.3333,1248.6667,1474.3333,1275.6667,1552,628.3333,1085,1008.3333,1315,1019.6667,1151.6667,1381,1889,2583.6667,697.3333,156,12,863.3333,858.3333,1497,1177
2203.03,234,867,1785.6666,884.3333,1153.6666,1067.3333,1064,1141.6667,1238,1081.3334,652.6667,431.3333,668,999.3334,714.6667,927,1196.3333,1187.3333,1131.3333,1413,1192,1500,624.6667,1013.6667,942.3333,1258.3333,995.3333,1127.3333,1332,1870,2467,615.6667,141.3334,29,865.6666,852.3333,1501.6666,1235
2204.56,169.3334,847,1740.3333,839,1099.6666,980.3333,1006.6666,1173.6666,1156,1138,627,412,643,1014,746.6666,876.6666,1176.6667,1224.3334,1189,1441,1202.6667,1504,614.6667,1047,968.3334,1267,983.3334,1159.3334,1302.6667,1933.6667,2533,662.3334,130.6667,93.3334,823.6666,839.6666,1484.3333,1181.3333
2206.1,136.6667,818.3333,1800,832.3333,1097.6666,1020.3333,1049.3333,1153.3333,1189.6667,1135.3333,695.6667,434,636,1005.3333,735.6667,891.6667,1211.6667,1217.6667,1249,1411.3334,1224.3334,1499.6667,675.3333,1061.3334,961,1334.6667,997.6667,1137.6667,1395,1896.6667,2541.3334,677.6667,126.3333,28.3333,802.3333,857.3333,1483,1171
2207.64,172.6667,882.6667,1749,843.6667,1103.3334,1010.6667,1058.6667,1136,1157,1141.6667,683.3334,432.6666,682.6667,981.6667,753.6667,927,1208,1217,1235.6666,1407.6666,1271.3333,1538.6666,672.3333,1062.3333,991.3333,1283.6666,1016,1152.6666,1335.6666,1873.6666,2555,637.3333,114,95.6666,849,822.6667,1492,1192.3334
2209.17,183.3334,827.3333,1753.3333,796.6667,1061.6667,989,1005.3333,1131.6666,1161.6666,1098.3333,658.6666,419.6666,657,977.6666,738.6666,854,1229,1213.6666,1186.6666,1455,1259.3333,1532.6666,603,1042.6666,981.6666,1305,1015.6666,1134.6666,1331,1864,2489,681,168,103.6667,815.6667,801.6667,1479.6667,1202
2210.71,182,844,1739.3334,842,1092.6667,1043,1067.3334,1139.3334,1175.3334,1092.6667,652,446.6666,614,965,715.6667,874.6667,1189.3333,1251,1227.6666,1454.3333,1243.6666,1510.3333,604.3334,1088.3333,1028.6666,1315.6666,1004,1153,1367.3333,1896.3333,2513.3333,705,144.3333,30,847.3334,900.3334,1484,1195
2212.24,172.3334,822.6666,1757.6666,816.3333,1037.6666,1007.3333,971.6666,1149.3333,1177.3333,1068,664.3333,382.3334,671.6667,951,730.6667,911.3333,1242.6667,1247.3334,1258.3334,1466.6667,1276.6667,1588,637.6667,1130.3334,1007.6667,1353.6667,1028.3334,1176,1366.3334,1892.3334,2576.6667,724.6667,134,65,847.3333,796.6666,1436,1147
2213.78,158,806.6667,1716.3333,780.6667,1031,961.6667,989.6667,1097,1107.3334,1086,614,400.3334,637.6667,929.6667,695.6667,865,1152.6666,1149,1149.6666,1344.6666,1218.6666,1490.3333,668.6667,1010,925.6666,1281.3333,981.3333,1089,1279.6666,1841.3333,2446.6666,611,132.6667,118,762.6667,805.6667,1445.6667,1169
